ART,PROJ,CHG,DIST,QE,TOF,DRIFT,ANGLE,VTERM
155,HEA,6W,6022,125.0,23.4,1.5,0.0,0.0
155,HEA,6W,6056,130.0,23.7,1.6,0.0,0.0
155,HEA,6W,6095,135.0,24.0,1.6,0.0,0.0
155,HEA,6W,6139,140.0,24.3,1.7,0.0,0.0
155,HEA,6W,6186,145.0,24.6,1.7,0.0,0.0
155,HEA,6W,6236,150.0,24.9,1.7,0.0,0.0
155,HEA,6W,6289,155.0,25.2,1.8,0.0,0.0
155,HEA,6W,6345,160.0,25.5,1.8,0.0,0.0
155,HEA,6W,6402,165.0,25.8,1.9,0.0,0.0
155,HEA,6W,6462,170.0,26.0,1.9,0.0,0.0
155,HEA,6W,6523,175.0,26.3,1.9,0.0,0.0
155,HEA,6W,6586,180.0,26.6,2.0,0.0,0.0
155,HEA,6W,6651,185.0,26.9,2.0,0.0,0.0
155,HEA,6W,6716,190.0,27.2,2.1,0.0,0.0
155,HEA,6W,6782,195.0,27.5,2.1,0.0,0.0
155,HEA,6W,6850,200.0,27.8,2.2,0.0,0.0
155,HEA,6W,6918,205.0,28.1,2.2,0.0,0.0
155,HEA,6W,6987,210.0,28.4,2.3,0.0,0.0
155,HEA,6W,7056,215.0,28.7,2.3,0.0,0.0
155,HEA,6W,7126,220.0,29.0,2.4,0.0,0.0
155,HEA,6W,7197,225.0,29.3,2.4,0.0,0.0
155,HEA,6W,7267,230.0,29.6,2.5,0.0,0.0
155,HEA,6W,7338,235.0,29.9,2.5,0.0,0.0
155,HEA,6W,7410,240.0,30.2,2.6,0.0,0.0
155,HEA,6W,7481,245.0,30.5,2.6,0.0,0.0
155,HEA,6W,7553,250.0,30.8,2.7,0.0,0.0
155,HEA,6W,7625,255.0,31.0,2.7,0.0,0.0
155,HEA,6W,7696,260.0,31.3,2.7,0.0,0.0
155,HEA,6W,7768,265.0,31.6,2.8,0.0,0.0
155,HEA,6W,7840,270.0,31.9,2.8,0.0,0.0
155,HEA,6W,7912,275.0,32.2,2.9,0.0,0.0
155,HEA,6W,7984,280.0,32.5,3.0,0.0,0.0
155,HEA,6W,8055,285.0,32.8,3.0,0.0,0.0
155,HEA,6W,8127,290.0,33.1,3.1,0.0,0.0
155,HEA,6W,8198,295.0,33.4,3.1,0.0,0.0
155,HEA,6W,8269,300.0,33.7,3.2,0.0,0.0
155,HEA,6W,8340,305.0,34.0,3.2,0.0,0.0
155,HEA,6W,8411,310.0,34.3,3.3,0.0,0.0
155,HEA,6W,8481,315.0,34.6,3.4,0.0,0.0
155,HEA,6W,8551,320.0,34.9,3.4,0.0,0.0
155,HEA,6W,8621,325.0,35.2,3.5,0.0,0.0
155,HEA,6W,8691,330.0,35.5,3.5,0.0,0.0
155,HEA,6W,8760,335.0,35.8,3.6,0.0,0.0
155,HEA,6W,8829,340.0,36.1,3.6,0.0,0.0
155,HEA,6W,8897,345.0,36.4,3.7,0.0,0.0
155,HEA,6W,8965,350.0,36.7,3.8,0.0,0.0
155,HEA,6W,9033,355.0,37.0,3.8,0.0,0.0
155,HEA,6W,9100,360.0,37.3,3.9,0.0,0.0
155,HEA,6W,9167,365.0,37.6,4.0,0.0,0.0
155,HEA,6W,9233,370.0,37.9,4.0,0.0,0.0
155,HEA,6W,9299,375.0,38.2,4.1,0.0,0.0
155,HEA,6W,9364,380.0,38.5,4.2,0.0,0.0
155,HEA,6W,9429,385.0,38.8,4.2,0.0,0.0
155,HEA,6W,9494,390.0,39.1,4.3,0.0,0.0
155,HEA,6W,9558,395.0,39.4,4.3,0.0,0.0
155,HEA,6W,9622,400.0,39.7,4.4,0.0,0.0
155,HEA,6W,9685,405.0,40.0,4.5,0.0,0.0
155,HEA,6W,9747,410.0,40.3,4.5,0.0,0.0
155,HEA,6W,9809,415.0,40.6,4.6,0.0,0.0
155,HEA,6W,9871,420.0,40.9,4.7,0.0,0.0
155,HEA,6W,9931,425.0,41.2,4.8,0.0,0.0
155,HEA,6W,9992,430.0,41.5,4.8,0.0,0.0
155,HEA,6W,10051,435.0,41.8,4.9,0.0,0.0
155,HEA,6W,10111,440.0,42.1,5.0,0.0,0.0
155,HEA,6W,10169,445.0,42.4,5.0,0.0,0.0
155,HEA,6W,10227,450.0,42.7,5.1,0.0,0.0
155,HEA,6W,10284,455.0,43.0,5.2,0.0,0.0
155,HEA,6W,10341,460.0,43.4,5.3,0.0,0.0
155,HEA,6W,10397,465.0,43.7,5.3,0.0,0.0
155,HEA,6W,10453,470.0,44.0,5.4,0.0,0.0
155,HEA,6W,10508,475.0,44.3,5.5,0.0,0.0
155,HEA,6W,10562,480.0,44.6,5.6,0.0,0.0
155,HEA,6W,10615,485.0,44.9,5.6,0.0,0.0
155,HEA,6W,10668,490.0,45.3,5.7,0.0,0.0
155,HEA,6W,10720,495.0,45.6,5.8,0.0,0.0
155,HEA,6W,10771,500.0,45.9,5.9,0.0,0.0
155,HEA,6W,10821,505.0,46.2,6.0,0.0,0.0
155,HEA,6W,10871,510.0,46.5,6.1,0.0,0.0
155,HEA,6W,10920,515.0,46.9,6.2,0.0,0.0
155,HEA,6W,10968,520.0,47.2,6.2,0.0,0.0
155,HEA,6W,11016,525.0,47.5,6.3,0.0,0.0
155,HEA,6W,11063,530.0,47.9,6.4,0.0,0.0
155,HEA,6W,11109,535.0,48.2,6.5,0.0,0.0
155,HEA,6W,11154,540.0,48.6,6.6,0.0,0.0
155,HEA,6W,11198,545.0,48.9,6.7,0.0,0.0
155,HEA,6W,11242,550.0,49.3,6.8,0.0,0.0
155,HEA,6W,11285,555.0,49.6,6.9,0.0,0.0
155,HEA,6W,11327,560.0,50.0,7.0,0.0,0.0
155,HEA,6W,11368,565.0,50.4,7.1,0.0,0.0
155,HEA,6W,11409,570.0,50.7,7.2,0.0,0.0
155,HEA,6W,11449,575.0,51.1,7.3,0.0,0.0
155,HEA,6W,11487,580.0,51.5,7.4,0.0,0.0
155,HEA,6W,11525,585.0,51.9,7.5,0.0,0.0
155,HEA,6W,11562,590.0,52.4,7.7,0.0,0.0
155,HEA,6W,11598,595.0,52.8,7.8,0.0,0.0
155,HEA,6W,11634,600.0,53.3,8.0,0.0,0.0
155,HEA,6W,11668,605.0,53.8,8.1,0.0,0.0
155,HEA,6W,11701,610.0,54.3,8.3,0.0,0.0
155,HEA,6W,11733,615.0,54.9,8.4,0.0,0.0
155,HEA,6W,11763,620.0,55.6,8.7,0.0,0.0
155,HEA,6W,11792,625.0,56.5,8.9,0.0,0.0
155,HEA,7W,7206,105.0,24.8,1.7,0.0,0.0
155,HEA,7W,7243,110.0,25.2,1.7,0.0,0.0
155,HEA,7W,7286,115.0,25.5,1.8,0.0,0.0
155,HEA,7W,7336,120.0,25.9,1.8,0.0,0.0
155,HEA,7W,7392,125.0,26.2,1.9,0.0,0.0
155,HEA,7W,7452,130.0,26.6,1.9,0.0,0.0
155,HEA,7W,7515,135.0,26.9,2.0,0.0,0.0
155,HEA,7W,7582,140.0,27.3,2.0,0.0,0.0
155,HEA,7W,7652,145.0,27.6,2.1,0.0,0.0
155,HEA,7W,7723,150.0,27.9,2.1,0.0,0.0
155,HEA,7W,7797,155.0,28.3,2.2,0.0,0.0
155,HEA,7W,7873,160.0,28.6,2.2,0.0,0.0
155,HEA,7W,7950,165.0,29.0,2.3,0.0,0.0
155,HEA,7W,8028,170.0,29.3,2.3,0.0,0.0
155,HEA,7W,8107,175.0,29.6,2.4,0.0,0.0
155,HEA,7W,8187,180.0,30.0,2.4,0.0,0.0
155,HEA,7W,8268,185.0,30.3,2.5,0.0,0.0
155,HEA,7W,8349,190.0,30.6,2.5,0.0,0.0
155,HEA,7W,8431,195.0,31.0,2.6,0.0,0.0
155,HEA,7W,8513,200.0,31.3,2.6,0.0,0.0
155,HEA,7W,8596,205.0,31.6,2.7,0.0,0.0
155,HEA,7W,8679,210.0,32.0,2.8,0.0,0.0
155,HEA,7W,8762,215.0,32.3,2.8,0.0,0.0
155,HEA,7W,8845,220.0,32.6,2.9,0.0,0.0
155,HEA,7W,8928,225.0,32.9,2.9,0.0,0.0
155,HEA,7W,9012,230.0,33.3,3.0,0.0,0.0
155,HEA,7W,9095,235.0,33.6,3.0,0.0,0.0
155,HEA,7W,9178,240.0,33.9,3.1,0.0,0.0
155,HEA,7W,9261,245.0,34.2,3.2,0.0,0.0
155,HEA,7W,9344,250.0,34.6,3.2,0.0,0.0
155,HEA,7W,9427,255.0,34.9,3.3,0.0,0.0
155,HEA,7W,9509,260.0,35.2,3.3,0.0,0.0
155,HEA,7W,9591,265.0,35.5,3.4,0.0,0.0
155,HEA,7W,9674,270.0,35.8,3.5,0.0,0.0
155,HEA,7W,9755,275.0,36.2,3.5,0.0,0.0
155,HEA,7W,9837,280.0,36.5,3.6,0.0,0.0
155,HEA,7W,9918,285.0,36.8,3.7,0.0,0.0
155,HEA,7W,9999,290.0,37.1,3.7,0.0,0.0
155,HEA,7W,10080,295.0,37.4,3.8,0.0,0.0
155,HEA,7W,10160,300.0,37.8,3.9,0.0,0.0
155,HEA,7W,10240,305.0,38.1,3.9,0.0,0.0
155,HEA,7W,10319,310.0,38.4,4.0,0.0,0.0
155,HEA,7W,10398,315.0,38.7,4.0,0.0,0.0
155,HEA,7W,10477,320.0,39.0,4.1,0.0,0.0
155,HEA,7W,10555,325.0,39.4,4.2,0.0,0.0
155,HEA,7W,10633,330.0,39.7,4.3,0.0,0.0
155,HEA,7W,10710,335.0,40.0,4.3,0.0,0.0
155,HEA,7W,10787,340.0,40.3,4.4,0.0,0.0
155,HEA,7W,10864,345.0,40.6,4.5,0.0,0.0
155,HEA,7W,10940,350.0,40.9,4.5,0.0,0.0
155,HEA,7W,11015,355.0,41.3,4.6,0.0,0.0
155,HEA,7W,11090,360.0,41.6,4.7,0.0,0.0
155,HEA,7W,11165,365.0,41.9,4.7,0.0,0.0
155,HEA,7W,11239,370.0,42.2,4.8,0.0,0.0
155,HEA,7W,11312,375.0,42.5,4.9,0.0,0.0
155,HEA,7W,11385,380.0,42.9,5.0,0.0,0.0
155,HEA,7W,11458,385.0,43.2,5.0,0.0,0.0
155,HEA,7W,11530,390.0,43.5,5.1,0.0,0.0
155,HEA,7W,11601,395.0,43.8,5.2,0.0,0.0
155,HEA,7W,11672,400.0,44.1,5.3,0.0,0.0
155,HEA,7W,11742,405.0,44.5,5.3,0.0,0.0
155,HEA,7W,11812,410.0,44.8,5.4,0.0,0.0
155,HEA,7W,11881,415.0,45.1,5.5,0.0,0.0
155,HEA,7W,11950,420.0,45.4,5.6,0.0,0.0
155,HEA,7W,12017,425.0,45.7,5.6,0.0,0.0
155,HEA,7W,12085,430.0,46.1,5.7,0.0,0.0
155,HEA,7W,12151,435.0,46.4,5.8,0.0,0.0
155,HEA,7W,12217,440.0,46.7,5.9,0.0,0.0
155,HEA,7W,12282,445.0,47.0,6.0,0.0,0.0
155,HEA,7W,12347,450.0,47.4,6.1,0.0,0.0
155,HEA,7W,12411,455.0,47.7,6.1,0.0,0.0
155,HEA,7W,12474,460.0,48.0,6.2,0.0,0.0
155,HEA,7W,12537,465.0,48.3,6.3,0.0,0.0
155,HEA,7W,12599,470.0,48.7,6.4,0.0,0.0
155,HEA,7W,12660,475.0,49.0,6.5,0.0,0.0
155,HEA,7W,12720,480.0,49.3,6.6,0.0,0.0
155,HEA,7W,12780,485.0,49.7,6.7,0.0,0.0
155,HEA,7W,12839,490.0,50.0,6.8,0.0,0.0
155,HEA,7W,12898,495.0,50.3,6.8,0.0,0.0
155,HEA,7W,12956,500.0,50.7,6.9,0.0,0.0
155,HEA,7W,13013,505.0,51.0,7.0,0.0,0.0
155,HEA,7W,13069,510.0,51.3,7.1,0.0,0.0
155,HEA,7W,13124,515.0,51.7,7.2,0.0,0.0
155,HEA,7W,13179,520.0,52.0,7.3,0.0,0.0
155,HEA,7W,13233,525.0,52.4,7.4,0.0,0.0
155,HEA,7W,13286,530.0,52.7,7.5,0.0,0.0
155,HEA,7W,13339,535.0,53.0,7.6,0.0,0.0
155,HEA,7W,13391,540.0,53.4,7.7,0.0,0.0
155,HEA,7W,13442,545.0,53.8,7.8,0.0,0.0
155,HEA,7W,13492,550.0,54.1,7.9,0.0,0.0
155,HEA,7W,13541,555.0,54.5,8.0,0.0,0.0
155,HEA,7W,13590,560.0,54.8,8.1,0.0,0.0
155,HEA,7W,13637,565.0,55.2,8.2,0.0,0.0
155,HEA,7W,13684,570.0,55.6,8.3,0.0,0.0
155,HEA,7W,13730,575.0,55.9,8.4,0.0,0.0
155,HEA,7W,13775,580.0,56.3,8.6,0.0,0.0
155,HEA,7W,13820,585.0,56.7,8.7,0.0,0.0
155,HEA,7W,13863,590.0,57.1,8.8,0.0,0.0
155,HEA,7W,13905,595.0,57.5,8.9,0.0,0.0
155,HEA,7W,13947,600.0,57.9,9.1,0.0,0.0
155,HEA,7W,13987,605.0,58.4,9.2,0.0,0.0
155,HEA,7W,14027,610.0,58.8,9.3,0.0,0.0
155,HEA,7W,14065,615.0,59.3,9.5,0.0,0.0
155,HEA,7W,14102,620.0,59.8,9.7,0.0,0.0
155,HEA,7W,14138,625.0,60.3,9.8,0.0,0.0
155,HEA,7W,14173,630.0,60.8,10.0,0.0,0.0
155,HEA,7W,14207,635.0,61.4,10.2,0.0,0.0
155,HEA,7W,14240,640.0,62.1,10.4,0.0,0.0
155,HEA,7W,14270,645.0,62.9,10.7,0.0,0.0
155,HEA,7W,14298,650.0,64.3,11.2,0.0,0.0
155,HEA,8,8777,90.0,26.3,1.7,0.0,0.0
155,HEA,8,8820,95.0,26.8,1.8,0.0,0.0
155,HEA,8,8874,100.0,27.2,1.8,0.0,0.0
155,HEA,8,8937,105.0,27.6,1.9,0.0,0.0
155,HEA,8,9007,110.0,28.0,2.0,0.0,0.0
155,HEA,8,9084,115.0,28.5,2.0,0.0,0.0
155,HEA,8,9166,120.0,28.9,2.1,0.0,0.0
155,HEA,8,9252,125.0,29.3,2.1,0.0,0.0
155,HEA,8,9341,130.0,29.7,2.2,0.0,0.0
155,HEA,8,9433,135.0,30.1,2.3,0.0,0.0
155,HEA,8,9527,140.0,30.5,2.3,0.0,0.0
155,HEA,8,9623,145.0,30.9,2.4,0.0,0.0
155,HEA,8,9721,150.0,31.3,2.4,0.0,0.0
155,HEA,8,9819,155.0,31.7,2.5,0.0,0.0
155,HEA,8,9919,160.0,32.1,2.6,0.0,0.0
155,HEA,8,10019,165.0,32.5,2.6,0.0,0.0
155,HEA,8,10119,170.0,32.9,2.7,0.0,0.0
155,HEA,8,10220,175.0,33.3,2.8,0.0,0.0
155,HEA,8,10321,180.0,33.7,2.8,0.0,0.0
155,HEA,8,10422,185.0,34.1,2.9,0.0,0.0
155,HEA,8,10523,190.0,34.4,3.0,0.0,0.0
155,HEA,8,10625,195.0,34.8,3.0,0.0,0.0
155,HEA,8,10726,200.0,35.2,3.1,0.0,0.0
155,HEA,8,10826,205.0,35.6,3.2,0.0,0.0
155,HEA,8,10927,210.0,35.9,3.2,0.0,0.0
155,HEA,8,11027,215.0,36.3,3.3,0.0,0.0
155,HEA,8,11127,220.0,36.7,3.4,0.0,0.0
155,HEA,8,11227,225.0,37.1,3.4,0.0,0.0
155,HEA,8,11326,230.0,37.4,3.5,0.0,0.0
155,HEA,8,11425,235.0,37.8,3.6,0.0,0.0
155,HEA,8,11523,240.0,38.2,3.6,0.0,0.0
155,HEA,8,11621,245.0,38.5,3.7,0.0,0.0
155,HEA,8,11719,250.0,38.9,3.8,0.0,0.0
155,HEA,8,11816,255.0,39.2,3.8,0.0,0.0
155,HEA,8,11912,260.0,39.6,3.9,0.0,0.0
155,HEA,8,12009,265.0,40.0,4.0,0.0,0.0
155,HEA,8,12104,270.0,40.3,4.1,0.0,0.0
155,HEA,8,12199,275.0,40.7,4.1,0.0,0.0
155,HEA,8,12294,280.0,41.0,4.2,0.0,0.0
155,HEA,8,12388,285.0,41.4,4.3,0.0,0.0
155,HEA,8,12481,290.0,41.7,4.3,0.0,0.0
155,HEA,8,12574,295.0,42.1,4.4,0.0,0.0
155,HEA,8,12667,300.0,42.5,4.5,0.0,0.0
155,HEA,8,12759,305.0,42.8,4.6,0.0,0.0
155,HEA,8,12850,310.0,43.2,4.7,0.0,0.0
155,HEA,8,12941,315.0,43.5,4.7,0.0,0.0
155,HEA,8,13031,320.0,43.9,4.8,0.0,0.0
155,HEA,8,13120,325.0,44.2,4.9,0.0,0.0
155,HEA,8,13209,330.0,44.6,5.0,0.0,0.0
155,HEA,8,13298,335.0,44.9,5.0,0.0,0.0
155,HEA,8,13386,340.0,45.3,5.1,0.0,0.0
155,HEA,8,13473,345.0,45.6,5.2,0.0,0.0
155,HEA,8,13560,350.0,46.0,5.3,0.0,0.0
155,HEA,8,13646,355.0,46.3,5.4,0.0,0.0
155,HEA,8,13731,360.0,46.7,5.5,0.0,0.0
155,HEA,8,13816,365.0,47.0,5.5,0.0,0.0
155,HEA,8,13900,370.0,47.4,5.6,0.0,0.0
155,HEA,8,13984,375.0,47.7,5.7,0.0,0.0
155,HEA,8,14067,380.0,48.1,5.8,0.0,0.0
155,HEA,8,14149,385.0,48.4,5.9,0.0,0.0
155,HEA,8,14231,390.0,48.8,6.0,0.0,0.0
155,HEA,8,14312,395.0,49.1,6.0,0.0,0.0
155,HEA,8,14392,400.0,49.5,6.1,0.0,0.0
155,HEA,8,14472,405.0,49.8,6.2,0.0,0.0
155,HEA,8,14551,410.0,50.2,6.3,0.0,0.0
155,HEA,8,14630,415.0,50.5,6.4,0.0,0.0
155,HEA,8,14708,420.0,50.9,6.5,0.0,0.0
155,HEA,8,14785,425.0,51.2,6.6,0.0,0.0
155,HEA,8,14861,430.0,51.6,6.7,0.0,0.0
155,HEA,8,14937,435.0,51.9,6.7,0.0,0.0
155,HEA,8,15012,440.0,52.3,6.8,0.0,0.0
155,HEA,8,15087,445.0,52.6,6.9,0.0,0.0
155,HEA,8,15161,450.0,53.0,7.0,0.0,0.0
155,HEA,8,15234,455.0,53.3,7.1,0.0,0.0
155,HEA,8,15307,460.0,53.7,7.2,0.0,0.0
155,HEA,8,15378,465.0,54.0,7.3,0.0,0.0
155,HEA,8,15449,470.0,54.4,7.4,0.0,0.0
155,HEA,8,15520,475.0,54.7,7.5,0.0,0.0
155,HEA,8,15589,480.0,55.1,7.6,0.0,0.0
155,HEA,8,15658,485.0,55.5,7.7,0.0,0.0
155,HEA,8,15727,490.0,55.8,7.8,0.0,0.0
155,HEA,8,15794,495.0,56.2,7.9,0.0,0.0
155,HEA,8,15861,500.0,56.5,8.0,0.0,0.0
155,HEA,8,15927,505.0,56.9,8.1,0.0,0.0
155,HEA,8,15992,510.0,57.2,8.2,0.0,0.0
155,HEA,8,16057,515.0,57.6,8.3,0.0,0.0
155,HEA,8,16121,520.0,58.0,8.4,0.0,0.0
155,HEA,8,16184,525.0,58.3,8.5,0.0,0.0
155,HEA,8,16246,530.0,58.7,8.6,0.0,0.0
155,HEA,8,16308,535.0,59.0,8.7,0.0,0.0
155,HEA,8,16369,540.0,59.4,8.8,0.0,0.0
155,HEA,8,16429,545.0,59.8,8.9,0.0,0.0
155,HEA,8,16488,550.0,60.1,9.0,0.0,0.0
155,HEA,8,16546,555.0,60.5,9.2,0.0,0.0
155,HEA,8,16604,560.0,60.9,9.3,0.0,0.0
155,HEA,8,16660,565.0,61.3,9.4,0.0,0.0
155,HEA,8,16716,570.0,61.6,9.5,0.0,0.0
155,HEA,8,16771,575.0,62.0,9.6,0.0,0.0
155,HEA,8,16824,580.0,62.4,9.7,0.0,0.0
155,HEA,8,16877,585.0,62.8,9.9,0.0,0.0
155,HEA,8,16929,590.0,63.2,10.0,0.0,0.0
155,HEA,8,16980,595.0,63.5,10.1,0.0,0.0
155,HEA,8,17030,600.0,63.9,10.2,0.0,0.0
155,HEA,8,17079,605.0,64.3,10.3,0.0,0.0
155,HEA,8,17128,610.0,64.7,10.5,0.0,0.0
155,HEA,8,17175,615.0,65.1,10.6,0.0,0.0
155,HEA,8,17221,620.0,65.5,10.7,0.0,0.0
155,HEA,8,17266,625.0,66.0,10.9,0.0,0.0
155,HEA,8,17310,630.0,66.4,11.0,0.0,0.0
155,HEA,8,17353,635.0,66.8,11.2,0.0,0.0
155,HEA,8,17396,640.0,67.3,11.3,0.0,0.0
155,HEA,8,17437,645.0,67.7,11.5,0.0,0.0
155,HEA,8,17477,650.0,68.2,11.6,0.0,0.0
155,HEA,8,17516,655.0,68.7,11.8,0.0,0.0
155,HEA,8,17553,660.0,69.2,12.0,0.0,0.0
155,HEA,8,17590,665.0,69.7,12.1,0.0,0.0
155,HEA,8,17626,670.0,70.3,12.4,0.0,0.0
155,HEA,8,17660,675.0,70.9,12.6,0.0,0.0
155,HEA,8,17693,680.0,71.7,12.9,0.0,0.0
155,HEA,8,17724,685.0,72.5,13.1,0.0,0.0
155,HEA,8,17752,690.0,74.0,13.7,0.0,0.0
